Instance68:'219691_at'=53.302595850154,'215485_s_at'=186.300612698808,'205114_s_at'=799.654340274706,'204655_at'=248.6210456255,'208864_s_at'=492.234634719263,'220091_at'=101.570757118935,'205569_at'=1193.22997414616,'219424_at'=57.9677785694282,'214486_x_at'=176.221375888251,'202643_s_at'=545.725950705037,'209508_x_at'=164.793490104659,'203149_at'=94.2601829806973,'203358_s_at'=58.9449630300654,'205590_at'=1298.61826237707,'206026_s_at'=30.4997351076245,'221477_s_at'=80.957845657948,'204439_at'=666.805421313787,'211317_s_at'=45.2159013660724,'203595_s_at'=336.311812738357,'201502_s_at'=2502.45008783581,'208436_s_at'=379.400689297132,'204385_at'=169.065580355102,'211316_x_at'=225.486416716449,'203882_at'=378.260611525514,'208485_x_at'=123.33694642034,'202086_at'=1308.36820203909,'207535_s_at'=70.3539052669942,'204490_s_at'=385.513225873577,'204415_at'=435.69761452695,'202644_s_at'=2834.39589454796,'215223_s_at'=1098.32783132215,'1405_i_at'=89.362531723956,'206025_s_at'=27.0362077563828,'205226_at'=14.1528822484213,'32541_at'=68.6411821079222,'212960_at'=44.4774778958254,'213098_at'=70.5877469345851,Class=conventionalTcells,'210663_s_at'=110.138838680316,'202907_s_at'=382.545615931587,'218656_s_at'=14.6227699675792,'210029_at'=2936.80077831219,'211862_x_at'=146.923545797071,'212841_s_at'=122.792026702502,'215299_x_at'=117.007327580681
Instance69:'219691_at'=38.9929952249098,'215485_s_at'=174.185603409538,'205114_s_at'=778.059662172118,'204655_at'=560.563002031684,'208864_s_at'=365.5202603225,'220091_at'=64.9315778294294,'205569_at'=825.77924703177,'219424_at'=67.3518249556301,'214486_x_at'=157.425168686827,'202643_s_at'=535.664295600625,'209508_x_at'=110.196183759587,'203149_at'=110.285399423062,'203358_s_at'=44.4129864899535,'205590_at'=776.186712673264,'206026_s_at'=22.4581292167488,'221477_s_at'=87.7889311508965,'204439_at'=449.369004909738,'211317_s_at'=32.4354712485768,'203595_s_at'=169.685180675776,'201502_s_at'=1974.31104626722,'208436_s_at'=540.418748129493,'204385_at'=145.714303632856,'211316_x_at'=149.909797863413,'203882_at'=313.823403060208,'208485_x_at'=95.907816904531,'202086_at'=859.38009162052,'207535_s_at'=66.9255655626448,'204490_s_at'=271.563136820844,'204415_at'=505.908834553348,'202644_s_at'=2301.80362949576,'215223_s_at'=511.83798836518,'1405_i_at'=353.35447971808,'206025_s_at'=20.2708587808116,'205226_at'=14.2417718285756,'32541_at'=64.584331134292,'212960_at'=52.9959195146244,'213098_at'=73.0303361738406,Class=conventionalTcells,'210663_s_at'=104.416857529715,'202907_s_at'=239.368199775073,'218656_s_at'=15.7196756555376,'210029_at'=1473.1996288911,'211862_x_at'=94.627850498046,'212841_s_at'=96.9025508448872,'215299_x_at'=145.111179257446
Instance70:'219691_at'=42.9421902121799,'215485_s_at'=142.45968076683,'205114_s_at'=1040.50356525318,'204655_at'=965.86611781566,'208864_s_at'=500.539029014594,'220091_at'=68.7456586126844,'205569_at'=596.525387194249,'219424_at'=51.1470303381619,'214486_x_at'=162.868995978355,'202643_s_at'=371.084917249387,'209508_x_at'=150.023029034052,'203149_at'=86.3663758125794,'203358_s_at'=66.7748441979632,'205590_at'=1217.1316283355,'206026_s_at'=51.5859264376504,'221477_s_at'=110.106547554768,'204439_at'=580.654629987399,'211317_s_at'=41.1987837488327,'203595_s_at'=287.434197960555,'201502_s_at'=1815.00329362748,'208436_s_at'=418.462486493049,'204385_at'=250.648364738521,'211316_x_at'=251.83206525182,'203882_at'=325.159705727482,'208485_x_at'=132.569372505695,'202086_at'=1083.26507373302,'207535_s_at'=68.659348171378,'204490_s_at'=396.876308095624,'204415_at'=500.041613589367,'202644_s_at'=1836.39560042579,'215223_s_at'=640.003076409909,'1405_i_at'=547.412696556361,'206025_s_at'=44.3538790001495,'205226_at'=16.3982201841209,'32541_at'=62.5173976481706,'212960_at'=45.8590106932272,'213098_at'=69.9845532834696,Class=conventionalTcells,'210663_s_at'=163.458590931197,'202907_s_at'=218.82522393201,'218656_s_at'=14.698549736259,'210029_at'=795.45512093437,'211862_x_at'=134.43935347077,'212841_s_at'=99.4171593141676,'215299_x_at'=175.098020204988
Instance71:'219691_at'=24.1758693570099,'215485_s_at'=157.701851657905,'205114_s_at'=276.206129008621,'204655_at'=139.988748915454,'208864_s_at'=1219.64473347146,'220091_at'=35.4193937072083,'205569_at'=617.454360342225,'219424_at'=133.081792659678,'214486_x_at'=104.777177851691,'202643_s_at'=269.638551425252,'209508_x_at'=106.713901579874,'203149_at'=80.5642294894856,'203358_s_at'=719.850286625291,'205590_at'=666.97862349437,'206026_s_at'=24.0707797589735,'221477_s_at'=63.6917771938916,'204439_at'=35.5867991125524,'211317_s_at'=23.3166106919797,'203595_s_at'=102.874617642454,'201502_s_at'=1876.81200611533,'208436_s_at'=90.6654854827885,'204385_at'=110.728349612447,'211316_x_at'=143.968484527137,'203882_at'=168.336248657095,'208485_x_at'=81.3526555099877,'202086_at'=265.867302290613,'207535_s_at'=55.2087649830671,'204490_s_at'=264.963067239769,'204415_at'=162.785303479287,'202644_s_at'=1125.13465011695,'215223_s_at'=550.244260141753,'1405_i_at'=77.8584886842324,'206025_s_at'=19.4310874540824,'205226_at'=14.2579495208544,'32541_at'=86.4750771325114,'212960_at'=39.8077871062939,'213098_at'=131.310223691336,Class=Teffs,'210663_s_at'=69.6179646608092,'202907_s_at'=332.511969914631,'218656_s_at'=14.8140153257666,'210029_at'=1021.42934411564,'211862_x_at'=95.850298773138,'212841_s_at'=71.412130365814,'215299_x_at'=100.953904831392
Instance72:'219691_at'=24.5994685018547,'215485_s_at'=158.074034863641,'205114_s_at'=509.273119922983,'204655_at'=149.617033704205,'208864_s_at'=842.126533465074,'220091_at'=34.2575489926977,'205569_at'=326.484906605276,'219424_at'=160.19899401254,'214486_x_at'=103.649740948705,'202643_s_at'=172.04659197729,'209508_x_at'=77.2286986085265,'203149_at'=86.8939147466751,'203358_s_at'=459.993065901623,'205590_at'=328.266107239019,'206026_s_at'=20.5658538458957,'221477_s_at'=59.5116681039707,'204439_at'=25.5311534429519,'211317_s_at'=33.2882925229341,'203595_s_at'=70.7280291136368,'201502_s_at'=1205.86816733368,'208436_s_at'=94.9686510902345,'204385_at'=109.014421644194,'211316_x_at'=97.7036193869464,'203882_at'=164.608438825829,'208485_x_at'=79.434386087273,'202086_at'=172.553953123041,'207535_s_at'=59.5057175350549,'204490_s_at'=198.732576038457,'204415_at'=154.039994239208,'202644_s_at'=759.02548989106,'215223_s_at'=398.563874018408,'1405_i_at'=109.238154931524,'206025_s_at'=18.9053958082943,'205226_at'=14.6317708970767,'32541_at'=60.4248667351312,'212960_at'=48.8541819337542,'213098_at'=162.888270663138,Class=Teffs,'210663_s_at'=70.1567005732312,'202907_s_at'=207.369183955619,'218656_s_at'=17.5035985579473,'210029_at'=736.288485580635,'211862_x_at'=68.9766533090741,'212841_s_at'=61.753928707404,'215299_x_at'=108.273885122257
Instance73:'219691_at'=25.0122579412615,'215485_s_at'=147.069570889058,'205114_s_at'=96.1492913598456,'204655_at'=137.512229416587,'208864_s_at'=1301.92621519527,'220091_at'=28.5605235814696,'205569_at'=115.716642718415,'219424_at'=72.9782971669757,'214486_x_at'=132.539825909274,'202643_s_at'=109.693500482052,'209508_x_at'=118.556057954366,'203149_at'=89.4421357874704,'203358_s_at'=437.505241663942,'205590_at'=584.944226651534,'206026_s_at'=18.395886444223,'221477_s_at'=38.1324648825137,'204439_at'=16.0236301915494,'211317_s_at'=30.2549583621237,'203595_s_at'=62.797204118592,'201502_s_at'=877.326165847391,'208436_s_at'=64.4008570773086,'204385_at'=107.719187274925,'211316_x_at'=125.996402607328,'203882_at'=173.004363577173,'208485_x_at'=85.1151791984573,'202086_at'=156.179546698215,'207535_s_at'=51.1576583777221,'204490_s_at'=229.71818813402,'204415_at'=125.753089974252,'202644_s_at'=610.457940184734,'215223_s_at'=215.233889976975,'1405_i_at'=67.334863454005,'206025_s_at'=15.1364669129157,'205226_at'=16.3528258385266,'32541_at'=55.7711300297369,'212960_at'=43.4197126562759,'213098_at'=139.433714138055,Class=Teffs,'210663_s_at'=52.1850565485393,'202907_s_at'=178.318769928251,'218656_s_at'=15.1222823187656,'210029_at'=149.151032147172,'211862_x_at'=91.182739220656,'212841_s_at'=55.6599127413883,'215299_x_at'=123.429132819026
Instance74:'219691_at'=34.1564750097102,'215485_s_at'=124.050947420666,'205114_s_at'=383.455755343795,'204655_at'=349.596842983466,'208864_s_at'=493.348600806659,'220091_at'=56.8476361540018,'205569_at'=781.18796401852,'219424_at'=135.455036804324,'214486_x_at'=134.937744209781,'202643_s_at'=549.835067671029,'209508_x_at'=138.798414573209,'203149_at'=80.2241964904236,'203358_s_at'=148.999952062885,'205590_at'=1300.9673057387,'206026_s_at'=20.8565251843613,'221477_s_at'=49.6126566239339,'204439_at'=177.834437470013,'211317_s_at'=44.6304491365212,'203595_s_at'=202.496211606825,'201502_s_at'=2167.57523995595,'208436_s_at'=200.816230854488,'204385_at'=150.698608896324,'211316_x_at'=184.492452879782,'203882_at'=239.697371116556,'208485_x_at'=132.376178184791,'202086_at'=770.337411047891,'207535_s_at'=61.3598247345485,'204490_s_at'=393.806217214986,'204415_at'=338.422260330315,'202644_s_at'=2838.11189391108,'215223_s_at'=471.913701107193,'1405_i_at'=204.441343560549,'206025_s_at'=17.3670016630702,'205226_at'=15.1274263496479,'32541_at'=93.6671055733683,'212960_at'=40.9418158497591,'213098_at'=72.080764320254,Class=conventionalTcells,'210663_s_at'=116.97690731311,'202907_s_at'=244.820089652302,'218656_s_at'=14.311147402314,'210029_at'=96.7955894035696,'211862_x_at'=153.826553068069,'212841_s_at'=102.445344119558,'215299_x_at'=194.568175862352
Instance75:'219691_at'=27.4135516605398,'215485_s_at'=145.583296577053,'205114_s_at'=389.889596704989,'204655_at'=1284.30453729288,'208864_s_at'=475.518758439483,'220091_at'=56.9672531440595,'205569_at'=377.402361535958,'219424_at'=68.7273888470594,'214486_x_at'=147.840169013832,'202643_s_at'=318.459270723702,'209508_x_at'=126.129132973769,'203149_at'=110.757339932959,'203358_s_at'=80.0063801401641,'205590_at'=644.522059725838,'206026_s_at'=20.8137506799415,'221477_s_at'=59.4968772698626,'204439_at'=113.039757606483,'211317_s_at'=31.8894153288441,'203595_s_at'=119.778923708937,'201502_s_at'=1528.634503984,'208436_s_at'=263.998489566194,'204385_at'=162.305549215479,'211316_x_at'=172.695555906922,'203882_at'=285.52029328568,'208485_x_at'=91.3920167297934,'202086_at'=618.073357061574,'207535_s_at'=51.3059713373715,'204490_s_at'=316.832547902707,'204415_at'=460.762763079304,'202644_s_at'=1782.03189027639,'215223_s_at'=298.874784636838,'1405_i_at'=750.375387953886,'206025_s_at'=15.0720005240578,'205226_at'=16.1180702749864,'32541_at'=44.9294716063095,'212960_at'=48.6339327535163,'213098_at'=83.6763913240744,Class=conventionalTcells,'210663_s_at'=106.471618413739,'202907_s_at'=143.963229959553,'218656_s_at'=16.1180702749864,'210029_at'=108.94182568326,'211862_x_at'=101.403501628498,'212841_s_at'=120.616601082962,'215299_x_at'=338.519161048261
Instance76:'219691_at'=27.2424065379623,'215485_s_at'=134.44903030038,'205114_s_at'=132.829191263979,'204655_at'=563.641149622516,'208864_s_at'=446.041824387532,'220091_at'=62.1374870551557,'205569_at'=399.1695768959,'219424_at'=73.6072090808383,'214486_x_at'=155.139498517093,'202643_s_at'=215.404266650481,'209508_x_at'=137.839285410897,'203149_at'=72.5308273230139,'203358_s_at'=113.320998111902,'205590_at'=757.684387932373,'206026_s_at'=23.0542580873658,'221477_s_at'=60.3570052184677,'204439_at'=28.9336493153289,'211317_s_at'=42.5827314628596,'203595_s_at'=83.8060886942841,'201502_s_at'=1351.79719174209,'208436_s_at'=109.009475717858,'204385_at'=155.508942429772,'211316_x_at'=175.266625746792,'203882_at'=227.220478864684,'208485_x_at'=134.016410329964,'202086_at'=372.779269889453,'207535_s_at'=55.3737591537827,'204490_s_at'=397.603492366848,'204415_at'=340.277895622628,'202644_s_at'=1213.65870859566,'215223_s_at'=313.275185326625,'1405_i_at'=340.177684063225,'206025_s_at'=24.3692500514711,'205226_at'=15.6855442764088,'32541_at'=45.3710453988878,'212960_at'=43.1810750227788,'213098_at'=87.500181577112,Class=conventionalTcells,'210663_s_at'=147.690388892514,'202907_s_at'=186.701646979215,'218656_s_at'=15.3531828739589,'210029_at'=98.591389673134,'211862_x_at'=134.902945006375,'212841_s_at'=124.348496249848,'215299_x_at'=256.234141730762
Instance77:'219691_at'=31.7366129103457,'215485_s_at'=125.329062525006,'205114_s_at'=34.7004870237906,'204655_at'=106.826796153339,'208864_s_at'=804.635945664573,'220091_at'=27.8827111484035,'205569_at'=97.1671858861277,'219424_at'=85.2006532718175,'214486_x_at'=109.635800660222,'202643_s_at'=219.946692265182,'209508_x_at'=95.9214083215698,'203149_at'=72.5127431517397,'203358_s_at'=680.38320386837,'205590_at'=1313.09379251252,'206026_s_at'=18.1405598656067,'221477_s_at'=48.1328316479894,'204439_at'=27.9635951187266,'211317_s_at'=26.0772664039861,'203595_s_at'=89.8055277108786,'201502_s_at'=878.17453678116,'208436_s_at'=162.732037023051,'204385_at'=74.0151701653651,'211316_x_at'=128.310140618722,'203882_at'=279.113015780158,'208485_x_at'=90.9738515557251,'202086_at'=849.591546385077,'207535_s_at'=47.7558277790359,'204490_s_at'=250.523872349395,'204415_at'=272.430701682991,'202644_s_at'=1428.88123132757,'215223_s_at'=198.462998516235,'1405_i_at'=56.0785265989714,'206025_s_at'=14.2560679613717,'205226_at'=13.0876828992704,'32541_at'=59.8644738521127,'212960_at'=45.5689728333051,'213098_at'=95.6720153990492,Class=Tregs,'210663_s_at'=51.6083296460004,'202907_s_at'=189.905878153008,'218656_s_at'=14.0294817708585,'210029_at'=67.8876413560428,'211862_x_at'=95.0302784032697,'212841_s_at'=59.8419932771276,'215299_x_at'=122.314633482143
Instance78:'219691_at'=33.7574235530122,'215485_s_at'=132.185597548952,'205114_s_at'=310.614738376598,'204655_at'=1289.19927294377,'208864_s_at'=373.38610725913,'220091_at'=25.5448922022071,'205569_at'=136.132834322602,'219424_at'=133.931261641228,'214486_x_at'=156.358620544762,'202643_s_at'=288.350179021536,'209508_x_at'=128.109445202364,'203149_at'=96.9673176563353,'203358_s_at'=414.232079933032,'205590_at'=762.937076060628,'206026_s_at'=19.1224056737539,'221477_s_at'=32.3610849217081,'204439_at'=31.4461200895049,'211317_s_at'=32.5627950225402,'203595_s_at'=71.4546738340092,'201502_s_at'=1413.7073555849,'208436_s_at'=187.510397235072,'204385_at'=110.240213576878,'211316_x_at'=135.286483211604,'203882_at'=229.485300108776,'208485_x_at'=103.905609325947,'202086_at'=553.44648593042,'207535_s_at'=59.7602152933986,'204490_s_at'=226.265737095657,'204415_at'=354.642338620753,'202644_s_at'=1487.45638039828,'215223_s_at'=136.831089600472,'1405_i_at'=584.94241661784,'206025_s_at'=17.9929212785525,'205226_at'=14.3344272242288,'32541_at'=40.6022108931598,'212960_at'=51.0168403144136,'213098_at'=101.724402345707,Class=Tregs,'210663_s_at'=48.4091826215983,'202907_s_at'=146.934084724933,'218656_s_at'=14.3738075871942,'210029_at'=115.588075277027,'211862_x_at'=106.631541915745,'212841_s_at'=56.1158459629625,'215299_x_at'=150.460258512036
Instance79:'219691_at'=38.0774627549162,'215485_s_at'=141.571538472451,'205114_s_at'=24.6354748610845,'204655_at'=173.693602248704,'208864_s_at'=645.33252133725,'220091_at'=29.5737213438913,'205569_at'=100.937244556657,'219424_at'=87.5848809067785,'214486_x_at'=155.719355142685,'202643_s_at'=198.593114703525,'209508_x_at'=140.93213447605,'203149_at'=77.8732828157184,'203358_s_at'=447.164964712568,'205590_at'=1126.45155501611,'206026_s_at'=16.2709176916427,'221477_s_at'=36.7414350425133,'204439_at'=19.4612478202782,'211317_s_at'=42.3694598736715,'203595_s_at'=61.4120330550205,'201502_s_at'=849.212607510468,'208436_s_at'=109.045799794651,'204385_at'=82.9744746733215,'211316_x_at'=180.261728145857,'203882_at'=231.909499047789,'208485_x_at'=127.259305256798,'202086_at'=238.085419757111,'207535_s_at'=50.3404610006378,'204490_s_at'=401.793468574052,'204415_at'=182.207608331516,'202644_s_at'=1274.29997134654,'215223_s_at'=165.480195962679,'1405_i_at'=94.7507045107877,'206025_s_at'=14.2278013513468,'205226_at'=15.1965842719941,'32541_at'=57.3767447388077,'212960_at'=39.5203113798377,'213098_at'=90.6419999507851,Class=Tregs,'210663_s_at'=52.9485539553799,'202907_s_at'=135.96985338238,'218656_s_at'=14.143292986366,'210029_at'=79.1188095045608,'211862_x_at'=140.575038227142,'212841_s_at'=58.7646284226465,'215299_x_at'=126.284656231713
Instance80:'219691_at'=30.9257198188948,'215485_s_at'=150.411618184759,'205114_s_at'=688.118648050712,'204655_at'=306.066116239289,'208864_s_at'=668.011039247402,'220091_at'=57.9599711789753,'205569_at'=373.198470798772,'219424_at'=39.0027242525752,'214486_x_at'=183.24091342201,'202643_s_at'=593.824618401542,'209508_x_at'=154.790391958787,'203149_at'=121.440331800908,'203358_s_at'=76.7066189120183,'205590_at'=825.407783210761,'206026_s_at'=82.859456569075,'221477_s_at'=212.474020724157,'204439_at'=150.050334940647,'211317_s_at'=49.2860887591162,'203595_s_at'=205.110918895952,'201502_s_at'=2714.33116706282,'208436_s_at'=276.130737371435,'204385_at'=348.553612933006,'211316_x_at'=219.159649994841,'203882_at'=483.753493140832,'208485_x_at'=132.273541203686,'202086_at'=692.532232879291,'207535_s_at'=50.6320106408639,'204490_s_at'=626.68188932542,'204415_at'=439.551572962812,'202644_s_at'=3289.41286637733,'215223_s_at'=1843.47655986246,'1405_i_at'=215.873002892898,'206025_s_at'=71.9598429490716,'205226_at'=14.6565586696331,'32541_at'=69.4337149653666,'212960_at'=45.3310290817845,'213098_at'=70.8955381293721,Class=conventionalTcells,'210663_s_at'=322.343196857381,'202907_s_at'=279.820083404138,'218656_s_at'=13.157723622075,'210029_at'=2614.76817018319,'211862_x_at'=144.924683333677,'212841_s_at'=113.222952787933,'215299_x_at'=120.639858027085
Instance81:'219691_at'=31.9551038990576,'215485_s_at'=161.448550412557,'205114_s_at'=724.780328671807,'204655_at'=923.990607093237,'208864_s_at'=591.572658730396,'220091_at'=60.5985792156569,'205569_at'=494.847161485138,'219424_at'=39.2170081521544,'214486_x_at'=174.114437987459,'202643_s_at'=398.765286147799,'209508_x_at'=149.393272258885,'203149_at'=189.862101074872,'203358_s_at'=55.460488767089,'205590_at'=588.311071466005,'206026_s_at'=143.137597548616,'221477_s_at'=144.55118292257,'204439_at'=100.434617849542,'211317_s_at'=42.9693063274986,'203595_s_at'=213.877759316887,'201502_s_at'=1792.89112074026,'208436_s_at'=322.334367969709,'204385_at'=458.116016918807,'211316_x_at'=202.075928532131,'203882_at'=356.720531571158,'208485_x_at'=132.882384820313,'202086_at'=604.722720071516,'207535_s_at'=49.4552879148237,'204490_s_at'=561.204333190819,'204415_at'=519.333933895115,'202644_s_at'=1989.99216088105,'215223_s_at'=1408.15257570395,'1405_i_at'=521.57872770027,'206025_s_at'=151.520975610087,'205226_at'=15.5998142818036,'32541_at'=48.3951350140606,'212960_at'=58.9149895067988,'213098_at'=87.056505751786,Class=conventionalTcells,'210663_s_at'=381.748774078322,'202907_s_at'=204.080451702714,'218656_s_at'=14.0774943534265,'210029_at'=2895.60967248749,'211862_x_at'=130.616276779277,'212841_s_at'=103.585461108433,'215299_x_at'=147.099139285707
Instance82:'219691_at'=28.4820429398829,'215485_s_at'=112.359962078708,'205114_s_at'=247.364651741471,'204655_at'=1341.89618886703,'208864_s_at'=701.13406136269,'220091_at'=48.0456017938544,'205569_at'=327.542676504208,'219424_at'=41.2980988236934,'214486_x_at'=189.568070123724,'202643_s_at'=196.871449125688,'209508_x_at'=177.879863487303,'203149_at'=93.5794863442975,'203358_s_at'=83.5125150439417,'205590_at'=673.339186279498,'206026_s_at'=121.345704334119,'221477_s_at'=94.5247332101562,'204439_at'=32.415823119316,'211317_s_at'=53.5674412686062,'203595_s_at'=149.557316777627,'201502_s_at'=1141.90418695125,'208436_s_at'=129.468839788212,'204385_at'=338.07060271744,'211316_x_at'=288.39348828145,'203882_at'=256.116018587974,'208485_x_at'=171.22409307492,'202086_at'=510.110546178266,'207535_s_at'=44.4032607162006,'204490_s_at'=611.701367826408,'204415_at'=557.747070160836,'202644_s_at'=1180.77475115804,'215223_s_at'=602.389887822687,'1405_i_at'=744.746312658058,'206025_s_at'=89.2167742426416,'205226_at'=14.2105187268873,'32541_at'=49.6150557851493,'212960_at'=46.2915255122305,'213098_at'=70.050761036719,Class=conventionalTcells,'210663_s_at'=237.97808261511,'202907_s_at'=148.818813080654,'218656_s_at'=16.0817115696657,'210029_at'=257.768703838272,'211862_x_at'=176.376053675044,'212841_s_at'=151.480780359706,'215299_x_at'=195.78743577338
Instance83:'219691_at'=29.6988434196165,'215485_s_at'=109.285049418215,'205114_s_at'=105.942518799608,'204655_at'=591.076465499418,'208864_s_at'=785.769761487332,'220091_at'=27.6872514887654,'205569_at'=427.294408350386,'219424_at'=83.1800187825203,'214486_x_at'=199.103596023564,'202643_s_at'=318.766753318867,'209508_x_at'=173.107682777039,'203149_at'=62.836837769558,'203358_s_at'=651.152108755017,'205590_at'=1276.47631102197,'206026_s_at'=17.6840548116603,'221477_s_at'=53.650047853118,'204439_at'=26.9179322639139,'211317_s_at'=62.619507226607,'203595_s_at'=117.557476629544,'201502_s_at'=2055.9723854256,'208436_s_at'=125.790042950975,'204385_at'=86.6180298170038,'211316_x_at'=285.763004737623,'203882_at'=276.885952364926,'208485_x_at'=188.908985738204,'202086_at'=210.534275577183,'207535_s_at'=54.6095603836298,'204490_s_at'=247.093766758731,'204415_at'=140.027910528616,'202644_s_at'=1922.05970876929,'215223_s_at'=368.840312889887,'1405_i_at'=424.803837523887,'206025_s_at'=16.5932398684205,'205226_at'=13.8328991115956,'32541_at'=118.125982827677,'212960_at'=37.6129213018854,'213098_at'=108.824610753966,Class=Teffs,'210663_s_at'=65.1457550006433,'202907_s_at'=253.655874641377,'218656_s_at'=12.8450843601638,'210029_at'=630.632244582018,'211862_x_at'=187.829711399161,'212841_s_at'=63.5917674105491,'215299_x_at'=90.3223236912429
Instance84:'219691_at'=27.6244534745032,'215485_s_at'=130.041951405025,'205114_s_at'=199.183377558915,'204655_at'=1009.27861743419,'208864_s_at'=370.726327181581,'220091_at'=23.0561868410782,'205569_at'=297.463619715756,'219424_at'=103.289631107395,'214486_x_at'=153.844778606928,'202643_s_at'=292.139870695423,'209508_x_at'=120.912557394711,'203149_at'=61.9353404231833,'203358_s_at'=444.068265426607,'205590_at'=810.824095189748,'206026_s_at'=21.22650574055,'221477_s_at'=39.2054060061966,'204439_at'=24.2070899767609,'211317_s_at'=41.3779450480775,'203595_s_at'=97.3674185539509,'201502_s_at'=1388.44124525879,'208436_s_at'=164.929923995665,'204385_at'=82.620643325837,'211316_x_at'=195.742962019714,'203882_at'=254.843357245602,'208485_x_at'=119.239559452089,'202086_at'=222.268760922111,'207535_s_at'=66.8989269492911,'204490_s_at'=219.843619347416,'204415_at'=186.161782358995,'202644_s_at'=1565.39114834747,'215223_s_at'=161.805737693557,'1405_i_at'=767.293721710344,'206025_s_at'=16.9534798562373,'205226_at'=12.4878468271074,'32541_at'=47.0656008968128,'212960_at'=48.4184576059475,'213098_at'=94.0297801176707,Class=Teffs,'210663_s_at'=56.7971985065449,'202907_s_at'=205.059615401529,'218656_s_at'=14.5149071878742,'210029_at'=367.052908175557,'211862_x_at'=131.530340625585,'212841_s_at'=49.5064213574821,'215299_x_at'=129.991624429429
Instance85:'219691_at'=40.8478076646241,'215485_s_at'=125.034501152966,'205114_s_at'=58.7101664807867,'204655_at'=847.67283566685,'208864_s_at'=532.190845278955,'220091_at'=25.8669541475652,'205569_at'=180.933774312137,'219424_at'=76.67783876986,'214486_x_at'=186.481125702809,'202643_s_at'=245.611515272078,'209508_x_at'=181.020549298529,'203149_at'=78.42015349712,'203358_s_at'=462.74437191449,'205590_at'=1112.77653333792,'206026_s_at'=20.9686006855169,'221477_s_at'=39.1511407276375,'204439_at'=17.3025724146723,'211317_s_at'=44.5241932638011,'203595_s_at'=73.5780424009618,'201502_s_at'=877.028601359115,'208436_s_at'=143.783865510713,'204385_at'=105.55353198336,'211316_x_at'=237.864795443755,'203882_at'=239.071073209582,'208485_x_at'=136.918003644193,'202086_at'=228.005102839375,'207535_s_at'=49.8816193472592,'204490_s_at'=340.727874592575,'204415_at'=178.957066568236,'202644_s_at'=1427.91486466422,'215223_s_at'=185.44815570741,'1405_i_at'=536.858307050048,'206025_s_at'=17.3316686358144,'205226_at'=12.834130172772,'32541_at'=63.8926311678833,'212960_at'=42.5162047536491,'213098_at'=87.3815985715477,Class=Teffs,'210663_s_at'=60.8290806011863,'202907_s_at'=161.023621874332,'218656_s_at'=14.4493074541748,'210029_at'=155.979583756283,'211862_x_at'=138.357936966209,'212841_s_at'=63.3641251237409,'215299_x_at'=151.240719074204
Instance86:'219691_at'=27.6211070395898,'215485_s_at'=119.230690462958,'205114_s_at'=282.79640321952,'204655_at'=271.128138563175,'208864_s_at'=196.517910638383,'220091_at'=42.1971210530064,'205569_at'=302.769523096716,'219424_at'=58.5319736674825,'214486_x_at'=142.138389978634,'202643_s_at'=316.456734677659,'209508_x_at'=138.756012452153,'203149_at'=83.6402819004855,'203358_s_at'=76.745304500101,'205590_at'=1160.08444670351,'206026_s_at'=24.9568541243593,'221477_s_at'=56.9205016338337,'204439_at'=125.203695106833,'211317_s_at'=43.7610523446078,'203595_s_at'=135.454475573484,'201502_s_at'=1415.61874412414,'208436_s_at'=126.574610207242,'204385_at'=121.563425708528,'211316_x_at'=193.574502408471,'203882_at'=339.457421271179,'208485_x_at'=101.864076779429,'202086_at'=787.129207846663,'207535_s_at'=50.7828103399284,'204490_s_at'=312.115072682527,'204415_at'=544.781350776781,'202644_s_at'=1913.35615070648,'215223_s_at'=202.407908577276,'1405_i_at'=163.788989914639,'206025_s_at'=19.6001914242821,'205226_at'=18.1144550026829,'32541_at'=54.7109891080894,'212960_at'=56.0278370212406,'213098_at'=84.8236634742864,Class=conventionalTcells,'210663_s_at'=96.7546232977315,'202907_s_at'=158.333004355675,'218656_s_at'=13.8256751307595,'210029_at'=103.373734300525,'211862_x_at'=134.1328465282,'212841_s_at'=122.70798123023,'215299_x_at'=219.495097078331
